id	entrezgene	genesymbol	nucleotidegi	ensemblgene	unigene	proteingi	go	BMDM_Trif-null_Unstimulated_0000___Female	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Male	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Female	BMDM_Trif-null_Leishmania-amazonensis_0720___Female	BMDM_Trif-null_Leishmania-amazonensis_0360___Female	BMDM_Trif-null_Leishmania-amazonensis_0060___Female	BMDM_MyD88-Trif-null_salmonella.wt_0720___Female	BMDM_MyD88-Trif-null_salmonella.wt_0480___Female	BMDM_MyD88-Trif-null_salmonella.wt_0240___Female	BMDM_MyD88-Trif-null_____Male	BMDM_MyD88-Trif-null_Poly-IC_1440___Male	BMDM_MyD88-Trif-null_Poly-IC_0720___Male	BMDM_MyD88-Trif-null_Poly-IC_0240___Male	BMDM_MyD88-Trif-null_MCMV_1440___Male	BMDM_MyD88-Trif-null_MCMV_0720___Male	BMDM_MyD88-Trif-null_MCMV_0240___Male	BMDM_IRF3-null_____Female	BMDM_IRF3-null_Poly-IC_0720___Female	BMDM_IRF3-null_PAM3_0720___Female	BMDM_IRF3-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF3-null_LPS_0720___Female	BMDM_IRF1-null_____Male	BMDM_IRF1-null_____Female	BMDM_IRF1-null_Poly-IC_0720___Male	BMDM_IRF1-null_Poly-IC_0720___Female	BMDM_IRF1-null_Poly-IC_0240___Female	BMDM_IRF1-null_PAM3_0720___Male	BMDM_IRF1-null_PAM3_0720___Female	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Male	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF1-null_PAM3_0240___Female	BMDM_IRF1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IRF1-null_MCMV_0720___Male	BMDM_IRF1-null_LPS_0720___Male	BMDM_IRF1-null_LPS_0720___Female	BMDM_IRF1-null_LPS_0240___Female	BMDM_IRF1-null_Ifn-gamma_1020___Female	BMDM_IRF1-null_Ifn-gamma_1020_PAM3_0720_Female	BMDM_IRF1-null_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_IRF1-null_Ifn-gamma_0720___Male	BMDM_IRF1-null_Ifn-gamma_0720___Female	BMDM_IRF1-null_Ifn-gamma_0540_PAM3_0240_Female	BMDM_IRF1-null_Ifn-gamma_0240___Female	BMDM_IFNAR1-null_____Female	BMDM_IFNAR1-null_Poly-IC_0720___Female	BMDM_IFNAR1-null_Poly-IC_0240___Female	BMDM_IFNAR1-null_PAM3_0720___Female	BMDM_IFNAR1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IFNAR1-null_PAM3_0240___Female	BMDM_IFNAR1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IFNAR1-null_LPS_0720___Female	BMDM_IFNAR1-null_LPS_0240___Female	BMDM_Dicer-fl/fl_____Male	BMDM_Dicer-fl/fl_LPS_0360___Male	BMDM_Dicer-fl/fl-LyszCre+/-_____Male	BMDM_Dicer-fl/fl-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/fl-LyszCre+/-_LPS_0360___Male	BMDM_Dicer-fl/+-LyszCre+/-_____Male	BMDM_Dicer-fl/+-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/+-LyszCre+/-_LPS_0360___Male	BMDM_Cebp/d-null_Unstimulated_0000___Female	BMDM_Cebp/d-null_Poly-IC_0720___Female	BMDM_Cebp/d-null_Poly-IC_0240___Female	BMDM_Cebp/d-null_PAM3_0720___Female	BMDM_Cebp/d-null_PAM3_0240___Female	BMDM_Cebp/d-null_PAM3_0060___Female	BMDM_Cebp/d-null_LPS_0720___Female	BMDM_Cebp/d-null_LPS_0240___Female	BMDM_Cebp/d-null_LPS_0060___Female	BMDM_CD200-null_Unstimulated_0000___Female	BMDM_CD200-null_Leishmania-major_0360___Female	BMDM_CD200-null_Leishmania-major_0060___Female	BMDM_CD200-null_Leishmania-amazonensis_0360___Female	BMDM_CD200-null_Leishmania-amazonensis_0060___Female	BMDM_Bl6_salmonella.wt_0720___Female	BMDM_Bl6_salmonella.wt_0480___Female	BMDM_Bl6_salmonella.wt_0240___Female	BMDM_Bl6_____Male	BMDM_Bl6_Unstimulated_0240___Female	BMDM_Bl6_Unstimulated_0000___Male	BMDM_Bl6_Unstimulated_0000___Female	BMDM_Bl6_Poly-IC_1440___Male	BMDM_Bl6_Poly-IC_0720___Male	BMDM_Bl6_Poly-IC_0720___Female	BMDM_Bl6_Poly-IC_0240___Male	BMDM_Bl6_Poly-IC_0240___Female	BMDM_Bl6_PR8-influenza_0720___Female	BMDM_Bl6_PAM3_0720___Female	BMDM_Bl6_PAM3_0720_Poly-IC_0720_Female	BMDM_Bl6_PAM3_0240___Female	BMDM_Bl6_PAM3_0240_Poly-IC_0240_Female	BMDM_Bl6_PAM3_0060___Female	BMDM_Bl6_MCMV_1440___Male	BMDM_Bl6_MCMV_0720___Male	BMDM_Bl6_MCMV_0240___Male	BMDM_Bl6_Listeria_0720___Female	BMDM_Bl6_Listeria_0480___Female	BMDM_Bl6_Listeria_0240___Female	BMDM_Bl6_Leishmania-major_0360___Female	BMDM_Bl6_Leishmania-major_0060___Female	BMDM_Bl6_Leishmania-amazonensis_0720___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Female	BMDM_Bl6_Leishmania-amazonensis_0060___Male	BMDM_Bl6_Leishmania-amazonensis_0060___Female	BMDM_Bl6_LPS_0720___Female	BMDM_Bl6_LPS_0240___Female	BMDM_Bl6_LPS_0180___Female	BMDM_Bl6_LPS_0120___Female	BMDM_Bl6_LPS_0060___Female	BMDM_Bl6_Ifn-gamma_1440___Female	BMDM_Bl6_Ifn-gamma_1440_Estradiol_1440_Female	BMDM_Bl6_Ifn-gamma_1020___Female	BMDM_Bl6_Ifn-gamma_1020_PAM3_0720_Female	BMDM_Bl6_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_Bl6_Ifn-gamma_0720___Male	BMDM_Bl6_Ifn-gamma_0720___Female	BMDM_Bl6_Ifn-gamma_0540_PAM3_0240_Female	BMDM_Bl6_Ifn-gamma_0240___Female	BMDM_Bl6_Ifn-beta_1440___Female	BMDM_Bl6_Harlan-Substance-A_1440___Female	BMDM_Bl6_Harlan-Substance-A_1080___Female	BMDM_Bl6_Harlan-Substance-A_0720___Female	BMDM_Bl6_Harlan-Substance-A_0480___Female	BMDM_Bl6_Harlan-Substance-A_0360___Female	BMDM_Bl6_Harlan-Substance-A_0240___Female	BMDM_Bl6_FliCProfect_0720___Female	BMDM_Bl6_FliCProfect_0240___Female	BMDM_Bl6_FlgEProfect_0720___Female	BMDM_Bl6_FlgEProfect_0240___Female	BMDM_Bl6_EtOH_1440___Female	BMDM_Bl6_Estradiol_1440___Female	BMDM_Bl6_Estradiol_1440_Ifn-gamma_1440_Female
16199_at	16199	Il9r		ENSMUSG00000020279	Mm.384	NP_032400	GO:0004872|GO:0004896|GO:0005576|GO:0016020|GO:0016021	6.201973	6.464741	6.650152	6.180143	6.127509	6.412707	6.209001	6.074581	6.118156	6.067399	6.223075	6.289665	6.054754	6.311464	6.287256	6.328921	6.320504	6.630248	6.234400	6.478155	6.384495	6.698990	5.948793	7.112894	6.534985	6.419420	6.334558	6.206994	6.742187	6.335274	6.500988	6.398946	6.512238	6.680333	6.455743	6.461943	6.350195	6.422358	6.874561	6.383608	6.358193	6.479380	6.256055	6.263629	6.614755	6.074167	6.138317	6.062742	6.174173	6.214855	6.416686	6.101117	6.636250	6.762161	6.416172	6.017029	6.732746	6.581102	6.014074	6.756403	6.178766	6.168755	5.971431	6.309725	6.212389	6.204426	6.105734	6.189524	6.102431	6.531186	6.551772	6.176088	6.586559	6.352288	6.409557	6.267796	6.306149	6.084812	5.979497	6.126954	6.302726	6.141331	6.399083	6.389428	6.257639	6.258917	6.102462	6.038496	6.473235	6.213912	6.433353	5.930472	6.085007	6.324586	6.266684	6.390070	6.505719	6.207410	6.192114	6.501560	6.380285	6.374770	6.241781	6.547233	6.586824	6.425344	6.239192	6.609745	6.362732	6.164585	6.111926	6.131602	6.398437	6.218975	6.230777	6.589719	6.359278	6.696334	6.311708	6.137356	6.250217	6.216540	6.379074	6.530446	6.213769	6.041407	6.464176	6.435105	6.746753	6.224808	6.252354	6.007209	6.110716
16362_at	16362	Irf1		ENSMUSG00000018899	Mm.105218	NP_032416	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0010468|GO:0043374|GO:0043565|GO:0045084|GO:0045893|GO:0045944	8.895501	11.544894	11.744050	8.412507	9.057677	8.517912	9.802673	9.726999	9.728157	10.177374	11.215777	12.156664	12.145016	11.872938	12.445005	13.000451	8.985046	12.529953	8.982674	11.306677	9.638069	8.141172	9.003839	11.369067	12.363344	12.509869	8.796648	8.706074	11.182755	11.375827	9.631583	11.859390	11.986875	10.955032	11.056426	11.770971	12.100914	11.956094	11.105978	12.394557	12.170817	12.148691	12.481640	8.809467	8.201258	10.413900	8.419225	8.678715	9.550874	10.182337	8.535325	10.299422	8.222170	11.418493	8.928935	9.343151	11.586140	8.491768	9.228677	11.467244	8.995143	9.461972	10.379489	9.197170	10.935273	12.236058	11.054828	11.841316	12.564174	8.569202	11.127380	12.530630	10.873596	9.183045	11.200275	10.886927	11.904702	10.134717	9.930925	9.241888	8.770443	11.693961	12.608735	12.522883	12.714646	12.852679	8.781316	10.194093	11.919069	11.338713	12.256367	11.785992	11.591684	12.144032	12.882158	11.685643	11.820194	10.211489	12.556148	11.638357	8.886180	11.727832	11.041210	8.638041	9.100090	11.889661	12.384712	11.805541	11.647871	12.094161	12.523473	12.449495	12.640990	12.658812	12.610500	12.346999	12.569006	12.749643	12.691814	11.339406	9.695140	9.502640	9.024170	9.021611	8.837456	9.297125	11.399198	11.677468	11.428130	12.623813	9.455578	9.597031	12.566611
16363_at	16363	Irf2		ENSMUSG00000031627	Mm.1149	NP_032417	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355	9.307364	10.411221	10.046327	9.919672	8.542027	9.379492	9.685327	9.461110	9.265932	9.848433	10.174342	10.874217	10.543656	10.216833	11.196771	11.064722	9.590504	10.649687	9.390185	9.910952	9.312053	9.446309	9.585906	10.005083	10.156845	10.948934	9.132577	9.028665	10.074305	10.080455	8.937404	11.085593	10.060843	10.286959	10.103650	10.632301	10.023806	10.021207	9.557411	10.311625	9.960433	9.369766	10.059196	9.460818	9.046739	9.869734	8.943533	9.222288	8.303181	8.302516	9.177442	8.533606	9.981722	11.008452	10.060148	9.227157	11.107780	9.623892	9.291295	11.067751	9.575290	9.640593	10.072272	9.487998	9.013986	9.314800	9.909789	10.792314	9.445750	10.213498	10.721433	9.618288	9.891878	9.925538	10.273484	9.985042	10.633216	9.753065	9.667942	9.493024	9.972996	10.276107	10.863207	10.675224	11.123543	10.970892	10.439882	9.135883	10.303674	9.067502	10.207162	9.327640	10.218863	10.818729	10.913206	10.771636	10.192410	9.808761	9.677325	11.053411	10.311095	9.231182	10.019414	9.525451	9.826767	10.119704	10.754241	9.115159	9.084619	9.336249	10.276294	9.892040	10.371344	10.072534	10.101707	10.197966	10.263047	9.983827	10.268447	9.498512	9.373854	9.738678	9.348222	9.438292	9.230921	9.029072	10.826566	10.896308	11.102230	11.353685	9.314271	9.197727	10.000870
16364_at	16364	Irf4		ENSMUSG00000021356	Mm.4677	NP_038702	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0043011	6.102493	6.384909	6.528067	6.082539	5.922017	6.187537	5.998390	5.983224	6.064329	7.195475	6.557012	6.049978	7.020067	6.443013	6.234357	6.049734	6.527601	6.263820	6.039660	6.210841	5.984146	6.509188	6.732383	6.662300	6.591882	6.838606	6.229187	6.129056	6.834381	6.551907	6.465805	6.493137	6.836388	6.509882	6.153443	6.438578	6.269362	6.511177	6.539273	6.398774	6.110402	7.416270	6.302603	6.662850	6.385692	6.030273	6.288250	6.112640	6.054655	6.194348	6.419390	6.155627	6.263055	6.236981	6.714219	6.652383	6.447477	6.388253	7.080041	6.258382	6.473783	6.138083	6.025561	6.097236	6.118286	7.346249	5.781547	6.241548	7.701956	6.064128	6.524221	7.310908	7.532206	5.863794	5.961709	6.161505	6.618554	6.502438	6.868514	5.988325	6.173102	5.937210	6.035962	6.029614	6.469976	6.517753	6.260272	5.943599	6.190079	6.150736	6.540828	7.002057	6.176040	6.204640	6.031188	6.256235	6.314990	6.163626	7.350708	6.539390	5.937214	5.968237	7.506332	6.067984	5.952976	6.230379	6.322307	6.443728	7.042116	7.199690	6.258170	6.340869	6.361442	6.259211	6.107104	6.324335	6.146955	6.674495	6.315098	6.514389	7.109726	6.720994	6.289754	6.322148	6.218391	6.218025	6.360604	6.248650	6.313326	6.555607	6.500373	6.457890	6.536377
16371_at	16371	Irx1		ENSMUSG00000060969	Mm.316056	NP_034703	GO:0003674|GO:0003677|GO:0003700|GO:0005575|GO:0005634|GO:0006355|GO:0008150|GO:0043565|GO:0045449	7.209332	7.416904	7.523484	7.424552	7.220981	7.293856	7.344873	6.902403	7.174144	6.478978	7.053193	6.843999	6.739313	7.085742	7.041046	7.127164	7.261652	7.581844	7.095151	7.336100	7.392282	7.839550	7.089833	8.022558	7.533102	7.330553	7.462846	7.235349	7.747680	7.245815	7.832893	7.230402	7.289810	7.836824	7.350250	7.447417	7.485565	7.520825	8.056733	7.277842	7.318627	7.723045	7.191408	7.243230	7.943676	7.056105	7.420821	7.074076	7.253845	7.307406	7.477565	7.208109	7.887740	7.518764	7.457461	7.199914	7.975760	7.807765	6.992561	7.742695	6.914548	6.989938	6.866997	7.240085	7.082759	6.859731	6.874857	6.860597	7.214338	7.741291	7.497394	7.002079	7.714889	7.280117	7.215637	7.117131	7.226233	6.719674	6.878295	7.263062	7.464716	6.931180	7.026767	7.169311	7.000683	6.857001	7.740246	6.764070	7.366981	7.088187	7.288938	6.752818	6.646474	7.128386	6.666450	7.330411	7.472102	7.163930	7.142010	7.554927	7.338133	7.482409	7.298824	7.569234	7.930673	7.043086	7.290355	7.445349	7.407047	6.862992	6.830844	7.190548	7.103220	7.158446	7.102322	7.446202	7.280368	7.682940	7.370097	6.685478	7.157259	7.384960	7.313066	8.055448	7.113730	7.001335	7.167390	7.328045	7.605318	7.221740	6.960823	7.012322	6.767812
16372_at	16372	Irx2		ENSMUSG00000001504	Mm.28888	NP_034704	GO:0003674|GO:0003677|GO:0003700|GO:0005575|GO:0005634|GO:0006355|GO:0008150|GO:0043565|GO:0045449	6.707053	7.125108	7.292948	6.848469	6.789133	6.654445	6.733619	6.588391	6.672729	6.187355	6.532175	6.707661	6.459753	6.655533	6.702417	6.869436	6.890181	7.221836	6.753240	7.089300	6.970106	7.867174	6.517919	7.855482	7.217006	6.732697	6.925952	6.859547	7.376899	6.799685	7.327115	6.990001	7.136736	7.177848	7.063265	6.895521	6.949857	6.917876	7.374899	6.957338	6.922363	7.078091	6.886387	6.773816	7.517570	6.642202	7.014978	6.576321	6.716461	6.748159	7.055428	6.813549	7.232959	7.242735	6.947826	6.529678	7.373056	7.006219	6.508706	7.173703	6.594982	6.656181	6.606950	6.834898	6.715033	6.717853	6.686044	6.668371	6.643374	6.776587	7.153226	6.775547	7.313649	6.818478	6.955287	6.851265	6.857951	6.320524	6.603554	6.782530	6.903572	6.615941	6.735206	6.859582	6.734527	6.675913	8.530031	6.324996	6.824892	6.646913	6.904776	6.607377	6.524873	6.683485	6.318135	6.898382	6.940211	6.717401	6.856398	7.182953	6.900672	6.682719	6.864487	7.053118	7.292397	6.773842	6.947303	6.942604	6.853158	6.505161	6.582203	6.568876	6.627165	6.836882	6.904486	7.314082	6.855737	7.092688	6.916168	6.601981	6.804966	6.893857	6.767166	6.941612	6.676986	6.699202	6.706443	6.957026	7.205672	6.872303	6.698574	6.601346	6.634173
16373_at	16373	Irx3		ENSMUSG00000031734	Mm.238044	NP_032419	GO:0001822|GO:0003674|GO:0003677|GO:0003700|GO:0005634|GO:0005737|GO:0006355|GO:0043565|GO:0045449|GO:0045665|GO:0045666	7.064679	7.170513	7.227873	7.162484	7.031212	7.225118	6.910287	6.853244	6.982644	6.462707	6.720030	6.834093	6.601172	7.047061	6.780973	6.885907	7.140273	7.419036	6.996120	7.099374	6.885711	7.911595	6.925951	7.750250	7.121315	6.951200	7.125261	6.995696	7.388806	7.081168	7.337883	7.030601	7.092408	7.417559	7.105012	7.122898	7.068708	7.054925	7.280506	6.844212	7.158063	7.316226	7.004197	7.018629	7.668548	6.804503	7.137664	6.762659	7.026803	7.143849	7.106168	7.037921	7.260716	7.526484	7.169797	6.941843	7.530586	7.486097	6.882860	7.429827	6.727158	6.796295	6.773342	6.944707	6.891895	6.836258	6.692766	6.832298	7.099883	7.181217	7.405184	6.904886	7.433342	7.159851	7.066221	7.032639	7.022004	6.652540	6.679385	7.066109	7.115772	6.890717	6.909214	6.941708	6.742190	6.688222	7.657094	6.587531	7.084734	6.887825	6.976820	6.368961	6.631504	7.060791	6.747291	7.041251	7.149389	6.860192	6.947980	7.352588	6.985957	7.066713	7.205096	7.319798	7.246793	6.891070	6.937217	7.265964	7.080057	6.732386	6.762624	6.995617	6.875748	6.963266	7.043888	7.227501	6.993614	7.282193	7.165184	6.743499	6.913927	7.285846	7.110036	7.512239	6.912104	6.815817	7.144920	7.056095	7.455272	7.084237	6.857420	6.821117	6.661526
16391_at	16391	Isgf3g		ENSMUSG00000002325	Mm.2032	NP_032420	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0045351	10.433189	11.362977	11.100157	9.933140	9.661985	10.574964	10.742676	10.711893	10.507102	11.271834	11.561811	11.475756	11.538262	11.604837	11.249580	11.443371	10.535482	10.977242	10.633084	11.159971	10.749950	10.226533	10.738559	11.292625	11.371027	11.472482	11.089326	10.921993	11.734573	11.585143	10.945595	11.498658	11.529451	11.608724	11.281083	11.525599	11.087846	11.197051	10.939164	11.328684	11.058794	10.998275	11.025074	8.628401	8.204005	8.445108	8.222987	8.654352	8.175817	8.437175	8.355107	8.439683	9.800945	10.642841	10.276460	10.552285	10.858122	9.980965	10.558677	10.618222	10.966841	11.210938	10.926418	10.861602	10.881957	11.027698	11.501334	11.585911	10.683763	9.883606	10.425018	10.285276	10.758659	10.109833	11.475394	11.275546	11.391634	11.240204	10.905020	10.573978	10.343582	11.552192	11.545323	11.593085	11.478961	11.521495	9.034123	11.214517	11.600353	10.717554	11.156825	10.881346	11.576464	11.358733	11.630454	11.349494	11.118770	10.771898	10.409554	10.800498	10.502676	10.838612	10.721560	10.832116	10.218553	11.519206	11.181408	10.618556	10.328783	10.601201	10.688155	11.031044	10.776938	10.739316	11.152009	10.739420	10.811303	10.515675	10.672482	11.538231	10.852850	10.580173	10.190541	9.981507	10.421234	10.580597	11.096283	11.107775	10.897705	11.348920	10.713433	10.827739	10.883803
16392_at	16392	Isl1		ENSMUSG00000042258	Mm.42242	NP_067434	GO:0001755|GO:0003007|GO:0003677|GO:0003700|GO:0003702|GO:0005515|GO:0005634|GO:0006091|GO:0006355|GO:0007275|GO:0007507|GO:0008270|GO:0043565|GO:0045449|GO:0046872	5.106031	5.537189	5.522527	5.166291	5.040249	5.209704	5.100705	5.026798	5.120040	4.914181	5.162074	5.378709	5.024579	5.255712	5.069264	5.024459	5.161881	5.593379	5.231988	5.495850	5.191330	5.375192	5.073308	6.025080	5.498557	5.373177	5.458294	5.379723	5.671621	5.448596	5.842592	5.116945	5.538136	5.619194	5.277983	5.381027	5.536244	5.310470	6.337664	5.227715	5.237913	5.503436	5.312339	5.312574	6.149246	5.009090	5.699538	5.296172	5.264484	5.315708	5.679520	5.191252	5.240204	5.342923	5.223334	5.018019	5.556719	5.466395	4.930061	5.498013	5.053297	5.041845	4.915644	5.093706	5.099569	5.013706	4.899674	5.097008	5.017893	5.449046	5.237550	5.091253	5.132095	4.858946	5.241036	5.271701	5.318065	4.987534	5.189315	5.021836	5.235174	5.081586	5.180035	5.621391	5.002656	5.197843	5.144830	4.988844	5.228485	5.370317	5.332449	4.974660	5.085472	5.220226	5.195816	5.263000	5.151373	5.062556	5.161881	5.150673	4.978628	5.287265	5.137228	5.237884	5.400835	5.232922	5.258346	5.292167	5.168015	5.146409	5.164468	5.103131	5.127255	5.473614	5.258341	5.155258	5.273120	5.491909	5.233922	5.111709	5.030836	5.132592	4.850016	5.370235	5.105290	5.090618	5.430450	5.100344	5.295697	5.273615	5.168918	5.138783	5.296999
16476_at	16476	Jun		ENSMUSG00000052684	Mm.275071	NP_034721	GO:0003677|GO:0003700|GO:0005515|GO:0005634|GO:0005667|GO:0006350|GO:0006355|GO:0009987|GO:0031953|GO:0035026|GO:0042493|GO:0043565|GO:0045944|GO:0046983|GO:0051726	9.947905	9.954470	9.128248	9.951159	9.298105	10.232886	10.451703	10.551598	10.178115	10.405014	10.592561	10.793641	11.096486	10.438768	9.798187	11.116342	10.163452	9.415614	10.165793	9.852510	10.080605	10.336242	10.139831	9.199159	9.005517	10.280547	9.996510	9.950284	9.594749	9.605602	9.573206	10.414049	9.821398	10.289005	10.279484	10.358614	9.967079	9.247998	9.274571	9.968175	10.175271	9.181682	11.039289	10.462894	9.905409	10.073495	10.024762	10.091682	9.756514	9.247080	10.352975	9.266572	10.397812	10.067336	10.284573	10.229365	10.070602	10.326399	10.305403	10.414273	10.530398	10.411318	10.245827	9.848936	9.011860	10.805822	9.983074	10.443197	10.887931	9.959219	9.785590	10.182859	9.806324	9.443692	10.132416	9.566636	9.495188	10.753442	10.378503	9.924046	10.167605	10.606460	10.122872	9.961601	10.161034	10.226234	9.791813	10.064693	9.823445	9.513234	10.089758	10.702408	10.687513	10.362639	11.044088	10.090184	9.784644	10.271845	10.258832	9.573110	9.962982	8.780932	9.838655	10.414362	9.493061	10.214934	10.518593	8.843668	9.506418	10.778506	9.935386	9.917543	10.263664	9.917927	10.028077	9.952395	10.128358	10.068002	10.504754	10.874961	9.889043	9.778622	10.184890	9.798872	10.321989	10.201656	10.801340	10.247611	10.688120	10.697614	9.561878	9.781315	9.941242
16477_at	16477	Junb		ENSMUSG00000052837	Mm.1167|Mm.470093	NP_032442	GO:0001570|GO:0001701|GO:0001829|GO:0001892|GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0009987|GO:0043565|GO:0045597|GO:0046697|GO:0046983|GO:0051726|GO:0060136	8.468362	9.991798	10.319086	8.266804	9.365969	9.579616	9.281459	9.493824	9.556185	8.095112	9.052652	9.221062	8.762061	9.718975	9.990847	9.696155	8.258318	10.303281	9.314011	10.141725	9.540496	8.717685	8.027721	10.223780	10.360186	10.033481	9.628605	9.525189	10.120276	10.203458	10.065106	10.149087	10.128367	9.949187	9.549572	10.183476	9.171009	10.253138	10.415548	9.857276	8.927861	10.610321	9.178983	8.339701	8.497865	9.739402	9.431362	9.229716	10.309070	10.492887	9.638279	10.362024	7.933456	9.569620	7.869938	9.613189	9.676205	7.734659	10.173822	9.700314	7.755632	8.156549	8.884025	9.464950	10.083116	10.913616	9.529346	10.241985	11.319575	8.460497	9.939938	10.589901	9.727211	8.668859	9.926117	9.881046	10.570624	8.510099	8.107482	8.637549	8.317745	9.453134	10.386001	10.195139	10.234699	10.004636	6.811206	9.253676	10.307518	10.154522	10.224358	10.436137	9.265870	9.984913	10.210403	9.725092	10.141726	9.120249	10.905095	10.155631	8.750495	9.409710	9.787262	9.940948	8.833482	9.784560	9.978155	9.745315	10.464616	10.654146	7.858030	8.071398	8.884383	10.158036	10.234803	8.829872	8.834359	10.150456	8.758085	9.039809	8.403364	8.145442	7.542627	7.763690	7.624412	8.195286	9.152206	9.517818	9.336676	10.160840	7.846285	7.887516	8.048393
16478_at	16478	Jund1			Mm.439672	NP_034722	GO:0002076|GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0043565|GO:0045669|GO:0046983	9.647234	10.261555	10.254854	9.668873	10.042581	9.967276	9.695926	9.340588	9.290299	9.386581	10.144777	9.542357	9.237411	10.068148	9.329304	9.076149	9.663856	10.153557	9.994467	10.190149	10.028090	9.331159	9.698089	10.276958	9.983038	9.596891	10.297137	10.079979	9.960810	10.112423	10.572817	9.749623	9.929569	9.979663	9.813407	9.840740	9.832464	10.448516	10.058846	10.448658	9.768003	10.636458	10.157715	9.282177	9.641352	9.757292	9.960861	9.479433	10.701471	10.584535	9.934428	10.621117	9.567010	9.375819	9.559097	10.053650	9.314610	9.821141	9.998751	9.522240	9.827789	9.746564	10.177490	10.066312	11.194180	10.187969	9.957869	10.409150	10.056987	9.370743	10.377845	9.588137	9.865284	9.633499	9.743642	9.679613	9.489342	9.677016	9.393224	9.792204	9.748740	10.211814	10.006237	9.848154	9.359965	9.188110	7.491752	9.719490	10.316680	10.507137	9.622922	9.544542	9.808475	9.901845	9.164757	9.640794	9.459657	9.244287	9.749242	10.579028	9.593820	9.748732	10.130482	10.137976	9.409171	9.931699	9.768270	9.773120	9.813126	9.511997	10.089139	9.758798	9.436537	10.332346	10.123475	9.718056	9.472100	10.406176	9.779308	10.368352	9.601372	9.522428	9.639314	9.610752	9.393473	9.624943	9.792991	10.072381	9.719141	10.030830	9.737243	9.684795	9.888811
16597_at	16597	Klf12		ENSMUSG00000072294	Mm.396499|Mm.458816	NP_034766	GO:0000122|GO:0003676|GO:0003677|GO:0003700|GO:0005622|GO:0005634|GO:0006350|GO:0006355|GO:0008270|GO:0045944|GO:0046872	5.269568	5.342776	5.616981	5.031741	5.327245	5.093381	5.300247	5.230474	5.262476	5.227068	5.225681	5.364819	5.101618	5.122702	5.536036	5.528955	5.394202	5.817308	5.222391	5.431663	5.393782	5.937277	5.295665	6.115945	5.677068	5.406768	5.558383	5.528477	5.804004	5.480021	5.691071	5.602630	5.368216	5.844961	5.512441	5.545857	5.569934	5.449625	5.836035	5.593947	5.388201	5.614871	5.439882	5.527907	5.929557	5.171520	5.628520	5.422429	5.288466	5.457047	5.602264	5.319363	5.535249	5.291476	5.372727	5.157048	5.783844	5.449232	5.203995	5.626420	5.197410	5.041640	5.221891	5.352059	5.550171	5.495966	5.192513	5.431374	5.250655	5.385714	5.487659	5.439732	5.574764	5.232697	5.387146	5.455606	5.362485	5.055053	5.246760	5.197020	5.316421	5.238258	5.225613	5.429981	5.252477	5.326471	7.815842	5.218490	5.365968	5.317735	5.633687	5.335329	5.169136	5.425148	5.384879	5.513750	5.425600	5.264396	5.514753	5.333019	5.358324	5.310810	5.446766	5.300878	5.438956	5.467378	5.412140	5.368728	5.283953	5.371699	5.282698	5.193279	5.224383	5.467484	5.498076	5.553086	5.404110	5.726492	5.541037	5.338643	5.238996	5.230781	5.088152	5.455658	5.162428	5.265780	5.358442	5.394102	5.537805	5.136659	5.350548	5.154640	5.201620
