BMDM_Trif-null_Unstimulated_0000___Female	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Male	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Female	BMDM_Trif-null_Leishmania-amazonensis_0720___Female	BMDM_Trif-null_Leishmania-amazonensis_0360___Female	BMDM_Trif-null_Leishmania-amazonensis_0060___Female	BMDM_MyD88-Trif-null_salmonella.wt_0720___Female	BMDM_MyD88-Trif-null_salmonella.wt_0480___Female	BMDM_MyD88-Trif-null_salmonella.wt_0240___Female	BMDM_MyD88-Trif-null_____Male	BMDM_MyD88-Trif-null_Poly-IC_1440___Male	BMDM_MyD88-Trif-null_Poly-IC_0720___Male	BMDM_MyD88-Trif-null_Poly-IC_0240___Male	BMDM_MyD88-Trif-null_MCMV_1440___Male	BMDM_MyD88-Trif-null_MCMV_0720___Male	BMDM_MyD88-Trif-null_MCMV_0240___Male	BMDM_IRF3-null_____Female	BMDM_IRF3-null_Poly-IC_0720___Female	BMDM_IRF3-null_PAM3_0720___Female	BMDM_IRF3-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF3-null_LPS_0720___Female	BMDM_IRF1-null_____Male	BMDM_IRF1-null_____Female	BMDM_IRF1-null_Poly-IC_0720___Male	BMDM_IRF1-null_Poly-IC_0720___Female	BMDM_IRF1-null_Poly-IC_0240___Female	BMDM_IRF1-null_PAM3_0720___Male	BMDM_IRF1-null_PAM3_0720___Female	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Male	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF1-null_PAM3_0240___Female	BMDM_IRF1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IRF1-null_MCMV_0720___Male	BMDM_IRF1-null_LPS_0720___Male	BMDM_IRF1-null_LPS_0720___Female	BMDM_IRF1-null_LPS_0240___Female	BMDM_IRF1-null_Ifn-gamma_1020___Female	BMDM_IRF1-null_Ifn-gamma_1020_PAM3_0720_Female	BMDM_IRF1-null_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_IRF1-null_Ifn-gamma_0720___Male	BMDM_IRF1-null_Ifn-gamma_0720___Female	BMDM_IRF1-null_Ifn-gamma_0540_PAM3_0240_Female	BMDM_IRF1-null_Ifn-gamma_0240___Female	BMDM_IFNAR1-null_____Female	BMDM_IFNAR1-null_Poly-IC_0720___Female	BMDM_IFNAR1-null_Poly-IC_0240___Female	BMDM_IFNAR1-null_PAM3_0720___Female	BMDM_IFNAR1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IFNAR1-null_PAM3_0240___Female	BMDM_IFNAR1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IFNAR1-null_LPS_0720___Female	BMDM_IFNAR1-null_LPS_0240___Female	BMDM_Dicer-fl/fl_____Male	BMDM_Dicer-fl/fl_LPS_0360___Male	BMDM_Dicer-fl/fl-LyszCre+/-_____Male	BMDM_Dicer-fl/fl-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/fl-LyszCre+/-_LPS_0360___Male	BMDM_Dicer-fl/+-LyszCre+/-_____Male	BMDM_Dicer-fl/+-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/+-LyszCre+/-_LPS_0360___Male	BMDM_Cebp/d-null_Unstimulated_0000___Female	BMDM_Cebp/d-null_Poly-IC_0720___Female	BMDM_Cebp/d-null_Poly-IC_0240___Female	BMDM_Cebp/d-null_PAM3_0720___Female	BMDM_Cebp/d-null_PAM3_0240___Female	BMDM_Cebp/d-null_PAM3_0060___Female	BMDM_Cebp/d-null_LPS_0720___Female	BMDM_Cebp/d-null_LPS_0240___Female	BMDM_Cebp/d-null_LPS_0060___Female	BMDM_CD200-null_Unstimulated_0000___Female	BMDM_CD200-null_Leishmania-major_0360___Female	BMDM_CD200-null_Leishmania-major_0060___Female	BMDM_CD200-null_Leishmania-amazonensis_0360___Female	BMDM_CD200-null_Leishmania-amazonensis_0060___Female	BMDM_Bl6_salmonella.wt_0720___Female	BMDM_Bl6_salmonella.wt_0480___Female	BMDM_Bl6_salmonella.wt_0240___Female	BMDM_Bl6_____Male	BMDM_Bl6_Unstimulated_0240___Female	BMDM_Bl6_Unstimulated_0000___Male	BMDM_Bl6_Unstimulated_0000___Female	BMDM_Bl6_Poly-IC_1440___Male	BMDM_Bl6_Poly-IC_0720___Male	BMDM_Bl6_Poly-IC_0720___Female	BMDM_Bl6_Poly-IC_0240___Male	BMDM_Bl6_Poly-IC_0240___Female	BMDM_Bl6_PR8-influenza_0720___Female	BMDM_Bl6_PAM3_0720___Female	BMDM_Bl6_PAM3_0720_Poly-IC_0720_Female	BMDM_Bl6_PAM3_0240___Female	BMDM_Bl6_PAM3_0240_Poly-IC_0240_Female	BMDM_Bl6_PAM3_0060___Female	BMDM_Bl6_MCMV_1440___Male	BMDM_Bl6_MCMV_0720___Male	BMDM_Bl6_MCMV_0240___Male	BMDM_Bl6_Listeria_0720___Female	BMDM_Bl6_Listeria_0480___Female	BMDM_Bl6_Listeria_0240___Female	BMDM_Bl6_Leishmania-major_0360___Female	BMDM_Bl6_Leishmania-major_0060___Female	BMDM_Bl6_Leishmania-amazonensis_0720___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Female	BMDM_Bl6_Leishmania-amazonensis_0060___Male	BMDM_Bl6_Leishmania-amazonensis_0060___Female	BMDM_Bl6_LPS_0720___Female	BMDM_Bl6_LPS_0240___Female	BMDM_Bl6_LPS_0180___Female	BMDM_Bl6_LPS_0120___Female	BMDM_Bl6_LPS_0060___Female	BMDM_Bl6_Ifn-gamma_1440___Female	BMDM_Bl6_Ifn-gamma_1440_Estradiol_1440_Female	BMDM_Bl6_Ifn-gamma_1020___Female	BMDM_Bl6_Ifn-gamma_1020_PAM3_0720_Female	BMDM_Bl6_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_Bl6_Ifn-gamma_0720___Male	BMDM_Bl6_Ifn-gamma_0720___Female	BMDM_Bl6_Ifn-gamma_0540_PAM3_0240_Female	BMDM_Bl6_Ifn-gamma_0240___Female	BMDM_Bl6_Ifn-beta_1440___Female	BMDM_Bl6_Harlan-Substance-A_1440___Female	BMDM_Bl6_Harlan-Substance-A_1080___Female	BMDM_Bl6_Harlan-Substance-A_0720___Female	BMDM_Bl6_Harlan-Substance-A_0480___Female	BMDM_Bl6_Harlan-Substance-A_0360___Female	BMDM_Bl6_Harlan-Substance-A_0240___Female	BMDM_Bl6_FliCProfect_0720___Female	BMDM_Bl6_FliCProfect_0240___Female	BMDM_Bl6_FlgEProfect_0720___Female	BMDM_Bl6_FlgEProfect_0240___Female	BMDM_Bl6_EtOH_1440___Female	BMDM_Bl6_Estradiol_1440___Female	BMDM_Bl6_Estradiol_1440_Ifn-gamma_1440_Female
100009600_at	0.006733	0.000000	0.000000	0.000000	0.000000	0.000000	0.023648	0.010373	0.033861	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006773	0.206468	0.137510	0.050398	0.108464	0.000000	0.217786	0.000000	0.034851	0.163438	0.000000	0.045825	0.000000	0.013395	0.703809	0.000000	0.000000	0.000000	0.096296	0.473837	0.000000	0.146057	0.000000	0.000000	0.000000	0.338210	0.188169	0.125111	0.375126	0.314083	0.055033	0.127074	0.159615	0.203220	0.539449	0.143337	0.000000	0.000000	0.193632	0.000898	0.439584	0.038413	0.369368	0.145749	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.401038	0.010187	0.136195	0.000000	0.010753	0.018995	0.016281	0.000000	0.000000	0.061093	0.000000	0.020731	0.000000	0.035670	0.000000	0.241638	0.326283	0.195780	0.000000	0.082855	0.000000	0.000000	0.259418	0.024286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.270400	0.328277	0.185396	0.062639	0.096497	0.095952	0.000000	0.000000	0.011539	0.000000	0.000000	0.000000	0.000103	0.083589	0.144124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177274	0.041036	0.000000	
102545_at	0.267732	0.000000	0.000000	0.000000	0.000000	0.000000	0.156448	0.190180	0.152690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017067	0.403224	0.082768	0.230402	0.018429	0.000000	0.062396	0.000000	0.310936	0.018439	0.000000	0.117191	0.000000	0.597055	0.041636	0.000000	0.000000	0.000000	0.158972	0.157299	0.000000	0.201618	0.000000	0.000000	0.000000	1.149136	0.088902	0.164538	0.556817	0.024476	0.076815	0.124406	0.094612	0.157920	0.009957	0.064524	0.000000	0.000000	0.297818	0.002213	0.075622	0.104012	0.001984	0.044044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.170973	0.000325	0.113374	0.000000	0.062791	0.126389	0.136752	0.000000	0.000000	0.052206	0.000000	0.141401	0.000000	0.018612	0.000000	0.208754	0.125904	0.034685	0.000000	0.137404	0.000000	0.000000	0.191919	0.204227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050353	0.042520	0.228437	0.137622	0.049115	0.094540	0.000000	0.000000	0.083269	0.000000	0.000000	0.000000	0.002011	0.001527	0.045051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.244293	0.051320	0.000000	
103889_at	0.244364	0.000000	0.000000	0.000000	0.000000	0.000000	0.022869	0.020489	0.060828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.298801	0.150643	0.125358	0.065860	0.035387	0.000000	0.069982	0.000000	0.180817	0.216650	0.000000	0.303370	0.000000	0.398373	0.530683	0.000000	0.000000	0.000000	0.287033	0.233176	0.000000	0.142227	0.000000	0.000000	0.000000	0.258628	0.238991	0.420528	0.183457	0.020506	0.500254	0.071377	0.018996	0.076564	0.180162	0.266298	0.000000	0.000000	0.121816	0.059688	0.197961	0.483489	0.032799	0.027185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109140	0.213984	0.023371	0.000000	0.199301	0.124641	0.094762	0.000000	0.000000	0.030474	0.000000	0.099078	0.000000	0.131947	0.000000	0.216613	0.050360	0.023783	0.000000	0.230341	0.000000	0.000000	0.097127	0.042376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076736	0.147921	0.112128	0.086001	0.066570	0.059015	0.000000	0.000000	0.248973	0.000000	0.000000	0.000000	0.150471	0.000623	0.132769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.087213	0.035434	0.000000	
104156_at	0.400622	0.000000	0.000000	0.000000	0.000000	0.000000	0.045639	0.068951	0.049778	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221374	0.074350	0.022721	0.016729	0.003695	0.000000	1.213298	0.000000	0.159727	0.630381	0.000000	0.215460	0.000000	0.738730	0.059425	0.000000	0.000000	0.000000	0.423055	0.234587	0.000000	0.225492	0.000000	0.000000	0.000000	0.980350	0.143334	0.260872	0.505832	0.049178	0.253078	0.033556	0.111549	0.180735	0.224622	0.061008	0.000000	0.000000	0.013410	0.056511	0.005138	0.054593	0.164232	0.052433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.256636	0.041621	0.107520	0.000000	0.447088	0.072386	0.228941	0.000000	0.000000	0.032056	0.000000	0.172588	0.000000	0.012174	0.000000	0.013225	1.357495	0.182503	0.000000	0.538741	0.000000	0.000000	0.110080	0.022316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003989	0.113668	0.314128	0.081711	0.141151	0.113542	0.000000	0.000000	0.122797	0.000000	0.000000	0.000000	0.639278	0.245862	0.098952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.297762	1.585576	0.000000	
104360_at	0.182514	0.000000	0.000000	0.000000	0.000000	0.000000	0.026467	0.001137	0.046355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321481	0.110554	0.019244	0.191776	0.022163	0.000000	0.036872	0.000000	0.091249	0.345382	0.000000	0.020378	0.000000	0.300410	0.641705	0.000000	0.000000	0.000000	0.103983	0.015182	0.000000	0.034298	0.000000	0.000000	0.000000	0.534799	0.022922	0.590685	0.373986	0.483128	0.656185	0.079907	0.070349	0.162110	0.339921	0.071356	0.000000	0.000000	0.082663	0.016749	0.152501	0.453941	0.028739	0.064553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.370263	0.302229	0.025129	0.000000	0.023103	0.218958	0.040894	0.000000	0.000000	0.108315	0.000000	0.019247	0.000000	0.077628	0.000000	0.024461	0.056670	0.108775	0.000000	0.227069	0.000000	0.000000	0.134685	0.138259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006464	0.089583	0.272562	0.119501	0.251028	0.334574	0.000000	0.000000	0.060986	0.000000	0.000000	0.000000	0.147806	0.045210	0.088189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015298	0.035424	0.000000	
104382_at	0.330917	0.000000	0.000000	0.000000	0.000000	0.000000	0.070579	0.196734	0.065556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022898	0.132216	0.242660	0.075132	0.024374	0.000000	0.350373	0.000000	0.042314	0.306198	0.000000	0.049973	0.000000	0.019517	0.382393	0.000000	0.000000	0.000000	0.218378	0.398518	0.000000	0.019832	0.000000	0.000000	0.000000	0.587289	0.327502	0.065737	0.566225	0.589923	0.770302	0.087545	0.065666	0.250895	0.630974	0.219014	0.000000	0.000000	0.305251	0.158012	0.162541	0.612710	0.000936	0.040317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112660	0.107391	0.184182	0.000000	0.328587	0.093230	0.105014	0.000000	0.000000	0.087471	0.000000	0.069395	0.000000	0.080041	0.000000	0.036467	0.069751	0.001569	0.000000	0.084595	0.000000	0.000000	0.108116	0.027061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.459152	0.233978	0.281758	0.161864	0.195823	0.010963	0.000000	0.000000	0.192082	0.000000	0.000000	0.000000	0.045689	0.272532	0.017087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153429	0.058771	0.000000	
104383_at	0.126847	0.000000	0.000000	0.000000	0.000000	0.000000	0.102876	0.083645	0.004502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194464	0.073169	0.388445	0.257590	0.066008	0.000000	0.075420	0.000000	0.188303	0.060563	0.000000	0.318338	0.000000	0.080043	0.498089	0.000000	0.000000	0.000000	0.068782	0.071851	0.000000	0.092549	0.000000	0.000000	0.000000	0.420083	0.128902	0.421407	0.366096	0.122664	0.106402	0.014173	0.016584	0.062423	0.012977	0.050883	0.000000	0.000000	0.039549	0.069004	0.116768	0.317023	0.008634	0.213635	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000709	0.118897	0.210872	0.000000	0.082347	0.097777	0.260012	0.000000	0.000000	0.133143	0.000000	0.243585	0.000000	0.140232	0.000000	0.062128	0.260465	0.090134	0.000000	0.023154	0.000000	0.000000	0.095662	0.003290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.274739	0.040668	0.026887	0.165403	0.111283	0.117668	0.000000	0.000000	0.114054	0.000000	0.000000	0.000000	0.188171	0.224739	0.071943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232731	0.043831	0.000000	
104394_at	0.072001	0.000000	0.000000	0.000000	0.000000	0.000000	0.053368	0.087214	0.123920	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185959	0.048731	0.128851	0.189465	0.003425	0.000000	0.014872	0.000000	0.009612	0.059148	0.000000	0.093999	0.000000	0.155412	0.581154	0.000000	0.000000	0.000000	0.137713	0.211104	0.000000	0.034619	0.000000	0.000000	0.000000	0.089929	0.004670	0.082876	0.386931	0.016007	0.142455	0.026848	0.164714	0.090230	0.013777	0.022592	0.000000	0.000000	0.050758	0.018431	0.105587	0.099574	0.003512	0.207417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090807	0.022492	0.083412	0.000000	0.137607	0.138295	0.343254	0.000000	0.000000	0.236927	0.000000	0.048052	0.000000	0.117682	0.000000	0.222117	0.155226	0.119150	0.000000	0.265939	0.000000	0.000000	0.145047	0.074373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177841	0.171668	0.075718	0.058360	0.059882	0.295680	0.000000	0.000000	0.005792	0.000000	0.000000	0.000000	0.211880	0.101221	0.019873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156435	0.187869	0.000000	
107503_at	0.356807	0.000000	0.000000	0.000000	0.000000	0.000000	0.078050	0.125962	0.116375	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030331	0.012946	0.087601	0.092823	0.207097	0.000000	0.226911	0.000000	0.267330	0.156910	0.000000	0.105917	0.000000	0.138590	0.264675	0.000000	0.000000	0.000000	0.139197	0.303161	0.000000	0.235856	0.000000	0.000000	0.000000	0.179254	0.276047	0.012353	0.126158	0.122643	0.080048	0.033250	0.095918	0.132120	0.264115	0.061044	0.000000	0.000000	0.001014	0.026252	0.021404	0.218134	0.062287	0.190168	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221300	0.007095	0.424355	0.000000	0.034221	0.588502	0.183627	0.000000	0.000000	0.034907	0.000000	0.036578	0.000000	0.025182	0.000000	0.006006	0.314980	0.186326	0.000000	0.294171	0.000000	0.000000	0.191612	0.134734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021547	0.250180	0.127243	0.034569	0.121708	0.456265	0.000000	0.000000	0.009994	0.000000	0.000000	0.000000	0.530318	0.339474	0.083847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.078016	0.246133	0.000000	
107527_at	0.643892	0.000000	0.000000	0.000000	0.000000	0.000000	0.013025	0.085945	0.216730	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237680	0.070535	0.168133	0.266921	0.000853	0.000000	0.472489	0.000000	0.021631	0.555877	0.000000	0.647915	0.000000	0.681447	0.641379	0.000000	0.000000	0.000000	0.821500	0.241116	0.000000	1.149335	0.000000	0.000000	0.000000	0.252669	0.177407	0.303858	0.922245	0.027321	0.730354	0.130559	0.126705	0.081921	0.556125	0.000861	0.000000	0.000000	0.017626	0.151086	0.028018	0.074208	0.016812	0.131230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.352062	0.277946	0.124754	0.000000	0.013178	0.804632	0.594505	0.000000	0.000000	0.078966	0.000000	0.135378	0.000000	0.199518	0.000000	0.012141	0.017244	0.046687	0.000000	0.040871	0.000000	0.000000	0.036381	0.080997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039823	0.178974	0.097678	0.006879	0.129245	0.135029	0.000000	0.000000	0.190370	0.000000	0.000000	0.000000	0.156045	0.105139	0.084024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053927	0.207125	0.000000	
