20050627_10_LPS2_LPS-60.CEL	Trif-null-(LPS2)_LPS_in-vitro_0120___BMDM_Mouse
20050627_11_LPS2_LPS-120.CEL	Trif-null-(LPS2)_PAM2_in-vitro_0060___BMDM_Mouse
20050628_11_LPS2_PAM2-60.CEL	Trif-null-(LPS2)_Unstimulated_in-vitro_0000___BMDM_Mouse
20050628_12_LPS2_PAM2-120.CEL	Trif-null-(LPS2)_PAM2_in-vitro_0120___BMDM_Mouse
20050711_07_AHR_LPS_1hr.CEL	AHR-null_LPS_in-vitro_0060___BMDM_Mouse
20050711_08_AHR_LPS_2hr.CEL	AHR-null_LPS_in-vitro_0120___BMDM_Mouse
20050711_09_AHR_unstim.CEL	AHR-null_Unstimulated_in-vitro_0000___BMDM_Mouse
20050824_07_AHR_PAM2_1_hr.CEL	AHR-null_PAM2_in-vitro_0060___BMDM_Mouse
20050824_08_AHR_PAM2_2_hr.CEL	AHR-null_PAM2_in-vitro_0120___BMDM_Mouse
20050915_11_D4_T091317_1um_20_min.CEL	Bl6_D4_in-vitro_0020___BMDM_Mouse
20050915_12_D4_T091317_1um_LPS_10ng-ml_20_min.CEL	Bl6_D4+LPS_in-vitro_0020_in-vitro_0020_BMDM_Mouse
20050927_01_AHR_2_unstim.CEL	AHR-null_Unstimulated_in-vitro_0000___BMDM_Mouse
20050927_02_AHR_2_LPS_1hr.CEL	AHR-null_LPS_in-vitro_0060___BMDM_Mouse
20050927_03_AHR_2_LPS_2hr.CEL	AHR-null_LPS_in-vitro_0120___BMDM_Mouse
20050927_04_AHR_2_PAM2_1hr.CEL	AHR-null_PAM2_in-vitro_0060___BMDM_Mouse
20050927_05_AHR_2_PAM2_2hr.CEL	AHR-null_PAM2_in-vitro_0120___BMDM_Mouse
20050929_09_BM_Mph_D4_T091317_1um_20min.CEL	Bl6_D4_in-vitro_0020___BMDM_Mouse
20050929_10_BM_Mph_D4_T091317_1um_LPS_10ng-ml_20min.CEL	Bl6_D4+LPS_in-vitro_0020_in-vitro_0020_BMDM_Mouse
20050929_11_BM_Mph_D4_T091317_1um_40min.CEL	Bl6_D4_in-vitro_0040___BMDM_Mouse
20050929_12_BM_Mph_D4_T091317_1um_LPS_10ng-ml_40min.CEL	Bl6_D4+LPS_in-vitro_0040_in-vitro_0040_BMDM_Mouse
20051006_05_BM_Mph_D4_T091317_1um_60_min.CEL	Bl6_D4_in-vitro_0060___BMDM_Mouse
20051006_06_BM_Mph_D4_T091317_1um_LPS_10ng-ml_60_min.CEL	Bl6_D4+LPS_in-vitro_0060_in-vitro_0060_BMDM_Mouse
20051010_01_ATF3_D4_T091317_1um_2hr.CEL	ATF3-null_D4_in-vitro_0120___BMDM_Mouse
20051010_02_ATF3_D4_T091317_1um_LPS_10ng-ml_2hr.CEL	ATF3-null_D4+LPS_in-vitro_0120_in-vitro_0120_BMDM_Mouse
20051010_03_D4_T091317_1um_80_min.CEL	Bl6_D4_in-vitro_0080___BMDM_Mouse
20051010_04_D4_T091317_1um_LPS_10ng-ml_80_min.CEL	Bl6_D4+LPS_in-vitro_0080_in-vitro_0080_BMDM_Mouse
20051010_05_D4_T091317_1um_100_min.CEL	Bl6_D4_in-vitro_0100___BMDM_Mouse
20051010_06_D4_T091317_1um_LPS_10ng-ml_100_min.CEL	Bl6_D4+LPS_in-vitro_0100_in-vitro_0100_BMDM_Mouse
20051012_01_LPS2_LPS_10ng-ml_60_min.CEL	Trif-null-(LPS2)_LPS_in-vitro_0060___BMDM_Mouse
20051012_02_LPS2_T0913172_1uM_60_min.CEL	Trif-null-(LPS2)_D4_in-vitro_0060___BMDM_Mouse
20051012_03_LPS2_T091317_1um_LPS_10ng-ml_60_min.CEL	Trif-null-(LPS2)_D4+LPS_in-vitro_0060_in-vitro_0060_BMDM_Mouse
20051012_04_LPS2_LPS_10ng-ml_120min.CEL	Trif-null-(LPS2)_LPS_in-vitro_0120___BMDM_Mouse
20051012_05_LPS2_T0913172_1uM_120_min.CEL	Trif-null-(LPS2)_D4_in-vitro_0120___BMDM_Mouse
20051012_06_LPS2_T091317_1um_LPS_10ng-ml_120min.CEL	Trif-null-(LPS2)_D4+LPS_in-vitro_0120_in-vitro_0120_BMDM_Mouse
20051012_07_ATF3_LPS_10ng-ml_20min.CEL	ATF3-null_LPS_in-vitro_0020___BMDM_Mouse
20051027_05_CREM_0_hr.CEL	Crem-null_Unstimulated_in-vitro_0000___BMDM_Mouse
20051027_06_CREM_1_hr.CEL	Crem-null_LPS_in-vitro_0060___BMDM_Mouse
20060119_01_crem_LPS_0hr.CEL	Crem-null_Unstimulated_in-vitro_0000___BMDM_Mouse
20060119_02_crem_LPS_1hr.CEL	Crem-null_LPS_in-vitro_0060___BMDM_Mouse
20060119_03_crem_LPS_2hr.CEL	Crem-null_LPS_in-vitro_0120___BMDM_Mouse
20060207_01_CREM_LPS_0hr_3.CEL	Crem-null_Unstimulated_in-vitro_0000___BMDM_Mouse
20060207_02_CREM_LPS_1hr_3.CEL	Crem-null_LPS_in-vitro_0060___BMDM_Mouse
20060207_03_CREM_LPS_2hr_3.CEL	Crem-null_LPS_in-vitro_0120___BMDM_Mouse
20060322_01_LPS_PMA-120min.CEL	Bl6_LPS+PMA_in-vitro_0120_in-vitro_0120_BMDM_Mouse
20060322_02_PMA-120min.CEL	Bl6_PMA_in-vitro_0120___BMDM_Mouse
20060322_03_LPS_Z-120min.CEL	Bl6_LPS+zymosan_in-vitro_0120_in-vitro_0120_BMDM_Mouse
20060322_04_Z-120min.CEL	Bl6_zymosan_in-vitro_0120___BMDM_Mouse
20060427_01_PMA_4_hr.CEL	Bl6_PMA_in-vitro_0240___BMDM_Mouse
20060427_02_LPS_PMA_4_hr.CEL	Bl6_LPS+PMA_in-vitro_0240_in-vitro_0240_BMDM_Mouse
20060427_03_Z_4_hr.CEL	Bl6_zymosan_in-vitro_0240___BMDM_Mouse
20060427_04_LPS_Z_4_hr.CEL	Bl6_LPS+zymosan_in-vitro_0240_in-vitro_0240_BMDM_Mouse
20060504_01_PMA_80_min.CEL	Bl6_PMA_in-vitro_0080___BMDM_Mouse
20060504_02_LPS_PMA_80_min.CEL	Bl6_LPS+PMA_in-vitro_0080_in-vitro_0080_BMDM_Mouse
20060504_03_Z_80_min.CEL	Bl6_zymosan_in-vitro_0080___BMDM_Mouse
20060504_04_LPS_Z_80_min.CEL	Bl6_LPS+zymosan_in-vitro_0080_in-vitro_0080_BMDM_Mouse
20060612_01_ATF3_LPS_A_6hr.CEL	ATF3-null_LPS_in-vitro_0360___BMDM_Mouse
20060612_02_ATF3_LPS_A_8hr.CEL	ATF3-null_LPS_in-vitro_0480___BMDM_Mouse
20060612_03_ATF3_LPS_B_6hr.CEL	ATF3-null_LPS_in-vitro_0360___BMDM_Mouse
20060612_04_ATF3_LPS_B_8hr.CEL	ATF3-null_LPS_in-vitro_0480___BMDM_Mouse
20060612_05_ATF3_LPS_C_6hr.CEL	ATF3-null_LPS_in-vitro_0360___BMDM_Mouse
20060612_06_ATF3_LPS_C_8hr.CEL	ATF3-null_LPS_in-vitro_0480___BMDM_Mouse
20060718_01_PAM3_DZA_480.CEL	Bl6_PAM3_in-vitro_0480___BMDM_Mouse
20060718_02_PIC_DZA_240.CEL	Bl6_Poly-IC_in-vitro_0240___BMDM_Mouse
20060718_03_PIC_DZA_480.CEL	Bl6_Poly-IC_in-vitro_0480___BMDM_Mouse
20060718_04_PAM3_PIC_DZA_240.CEL	Bl6_PAM3+Poly-IC_in-vitro_0240_in-vitro_0240_BMDM_Mouse
20060718_05_PAM3_PIC_DZA_480.CEL	Bl6_PAM3+Poly-IC_in-vitro_0480_in-vitro_0480_BMDM_Mouse
20060718_06_R848_DZA_240.CEL	Bl6_R848_in-vitro_0240___BMDM_Mouse
20060718_07_R848_DZA_480.CEL	Bl6_R848_in-vitro_0480___BMDM_Mouse
20060718_08_R848_PIC_DZA_240.CEL	Bl6_R848+Poly-IC_in-vitro_0240_in-vitro_0240_BMDM_Mouse
20060718_09_R848_PIC_DZA_480.CEL	Bl6_R848+Poly-IC_in-vitro_0480_in-vitro_0480_BMDM_Mouse
20060719_01_CREM_LPS_4hr_4.CEL	Crem-null_LPS_in-vitro_0240___BMDM_Mouse
20060719_02_CREM_LPS_6hr_4.CEL	Crem-null_LPS_in-vitro_0360___BMDM_Mouse
20060719_03_CREM_LPS_8hr_4.CEL	Crem-null_LPS_in-vitro_0480___BMDM_Mouse
20060719_04_CREM_LPS_2hr_5.CEL	Crem-null_LPS_in-vitro_0120___BMDM_Mouse
20060719_05_CREM_LPS_4hr_5.CEL	Crem-null_LPS_in-vitro_0240___BMDM_Mouse
20060719_06_CREM_LPS_6hr_5.CEL	Crem-null_LPS_in-vitro_0360___BMDM_Mouse
20060719_07_CREM_LPS_8hr_5.CEL	Crem-null_LPS_in-vitro_0480___BMDM_Mouse
20060720_01_CREM_pIC_2hr_4.CEL	Crem-null_Poly-IC_in-vitro_0120___BMDM_Mouse
20060720_02_CREM_pIC_4hr_4.CEL	Crem-null_Poly-IC_in-vitro_0240___BMDM_Mouse
20060720_03_CREM_pIC_6hr_4.CEL	Crem-null_Poly-IC_in-vitro_0360___BMDM_Mouse
20060720_04_CREM_pIC_8hr_4.CEL	Crem-null_Poly-IC_in-vitro_0480___BMDM_Mouse
20060720_05_CREM_pIC_2hr_5.CEL	Crem-null_Poly-IC_in-vitro_0120___BMDM_Mouse
20060720_06_CREM_pIC_4hr_5.CEL	Crem-null_Poly-IC_in-vitro_0240___BMDM_Mouse
20060720_07_CREM_pIC_6hr_5.CEL	Crem-null_Poly-IC_in-vitro_0360___BMDM_Mouse
20060720_08_CREM_pIC_8hr_5.CEL	Crem-null_Poly-IC_in-vitro_0480___BMDM_Mouse
20060726_01_PIC_DZD_480.CEL	Bl6_Poly-IC_in-vitro_0480___BMDM_Mouse
20060726_02_PAM3_DZD_240.CEL	Bl6_PAM3_in-vitro_0240___BMDM_Mouse
20060726_03_PAM3_DZD_480.CEL	Bl6_PAM3_in-vitro_0480___BMDM_Mouse
